train_acc,train_loss,val_acc,val_loss
0.009600000000000001,4.609349,0.0104,4.6072426
0.009326315789473684,4.6068563,0.0092,4.606588
0.009747368421052631,4.606221,0.0084,4.606326
0.009621052631578947,4.6059957,0.0076,4.6067405
0.009894736842105262,4.605887,0.0076,4.6068487
0.009157894736842104,4.6058545,0.008,4.6074386
0.009536842105263158,4.605796,0.007200000000000001,4.6064878
0.009600000000000001,4.605741,0.0072,4.6065044
0.00936842105263158,4.6058245,0.0076,4.606773
0.00911578947368421,4.605722,0.007600000000000001,4.606493
0.009094736842105263,4.605707,0.007200000000000001,4.606755
0.00991578947368421,4.6056848,0.007200000000000001,4.6068745
0.01031578947368421,4.605694,0.0072,4.6067576
0.009621052631578949,4.6057706,0.0072,4.6070194
0.01031578947368421,4.6056013,0.0064,4.607117
0.010189473684210526,4.605697,0.0064,4.6069283
0.01,4.605642,0.006400000000000001,4.6068525
0.009873684210526316,4.6056004,0.0064,4.607068
0.009368421052631578,4.6057205,0.008,4.6070356
0.010189473684210526,4.605621,0.009600000000000001,4.607135
0.009199999999999998,4.605719,0.0076,4.6069503
0.009515789473684212,4.6057034,0.0096,4.6069293
0.009789473684210527,4.6055274,0.0084,4.606824
0.009157894736842104,4.605639,0.0076,4.607089
0.009894736842105262,4.605666,0.008400000000000001,4.606723
0.009810526315789474,4.6055894,0.0068,4.6069384
0.00848421052631579,4.6056848,0.009200000000000002,4.6063676
0.009473684210526316,4.6055837,0.0092,4.606689
0.00936842105263158,4.6056175,0.0072,4.60686
0.009136842105263157,4.60575,0.0072,4.6067796
0.009410526315789475,4.605603,0.012,4.6070595
0.010210526315789474,4.605644,0.012000000000000002,4.6066756
0.009684210526315788,4.6055636,0.0072,4.6067104
0.009705263157894738,4.605573,0.007200000000000001,4.606768
0.010147368421052632,4.6055956,0.0072,4.6072044
0.009600000000000001,4.605501,0.007200000000000001,4.60714
0.009642105263157895,4.6055756,0.0072,4.6072645
0.009389473684210526,4.605588,0.0072,4.6072946
0.009726315789473684,4.6055546,0.0072,4.607257
0.009810526315789474,4.605587,0.0072,4.6072507
0.009578947368421055,4.6055574,0.0072,4.607236
0.009494736842105262,4.6055503,0.0064,4.607172
0.009600000000000001,4.6056147,0.008,4.6071978
0.00976842105263158,4.605508,0.0076,4.6074047
0.009536842105263156,4.6055603,0.008,4.6071796
0.010021052631578946,4.605518,0.006400000000000001,4.6069384
0.010000000000000002,4.6055036,0.0064,4.6070094
0.009473684210526316,4.6055717,0.0064,4.606851
0.009873684210526316,4.6054883,0.0064,4.6070766
0.00976842105263158,4.6055336,0.009600000000000001,4.606869
0.008778947368421053,4.605554,0.008,4.6068172
0.010084210526315788,4.6054564,0.008,4.6069727
0.009305263157894738,4.6054897,0.0064,4.6067643
0.009600000000000001,4.6055274,0.01,4.606641
0.009263157894736843,4.605454,0.009600000000000001,4.606647
0.009663157894736842,4.605539,0.009600000000000001,4.606389
0.010105263157894739,4.605518,0.008,4.6069045
0.01,4.605433,0.0096,4.6071997
0.00928421052631579,4.6055307,0.0076,4.607414
0.010126315789473685,4.605444,0.0076,4.607433
0.009347368421052632,4.605495,0.0088,4.6071954
0.009600000000000001,4.605524,0.007200000000000001,4.607017
0.009915789473684211,4.6054716,0.0072,4.6069984
0.009810526315789474,4.6054945,0.007200000000000001,4.6069546
0.009452631578947369,4.605466,0.0084,4.6070356
0.009536842105263156,4.6054482,0.009600000000000001,4.6069508
0.00928421052631579,4.605488,0.0076,4.6070156
0.00928421052631579,4.605442,0.0084,4.6070237
0.009200000000000002,4.605494,0.008400000000000001,4.6069617
0.009663157894736842,4.6055083,0.007599999999999999,4.606935
0.0092,4.6054296,0.0084,4.6071153
0.00922105263157895,4.6054792,0.0072,4.6070404
0.009642105263157895,4.605441,0.0076,4.607125
0.009831578947368422,4.6054235,0.0076,4.607152
0.009557894736842105,4.6054764,0.0088,4.60719
0.00928421052631579,4.6054254,0.0076,4.607237
0.009789473684210527,4.605532,0.0072,4.607237
0.00936842105263158,4.6054688,0.008400000000000001,4.607079
0.00968421052631579,4.6054277,0.008,4.606937
0.009242105263157895,4.605464,0.008,4.607042
0.009915789473684213,4.6054387,0.008,4.607164
0.010673684210526316,4.6055384,0.008,4.6069536
0.008905263157894736,4.6055365,0.0072,4.6068254
0.010042105263157894,4.6054096,0.0104,4.606636
0.009305263157894737,4.605476,0.0104,4.6069903
0.009557894736842105,4.605468,0.0108,4.6068935
0.009305263157894737,4.6054087,0.009600000000000001,4.6069884
0.009600000000000001,4.6054616,0.0076,4.6070027
0.009642105263157895,4.6054306,0.0092,4.607062
0.009600000000000001,4.6054378,0.0068000000000000005,4.6071186
0.009578947368421055,4.6054525,0.008400000000000001,4.606979
0.01,4.605423,0.009600000000000001,4.6069937
0.010063157894736842,4.6054535,0.007200000000000001,4.606958
0.01023157894736842,4.605437,0.0072,4.6067085
0.009873684210526316,4.6053886,0.0076,4.606555
0.009957894736842107,4.605487,0.006400000000000001,4.606734
0.009305263157894737,4.6054444,0.006400000000000001,4.606947
0.00976842105263158,4.6054497,0.0092,4.606915
0.009578947368421051,4.6054697,0.0076,4.6068926
0.009473684210526316,4.605417,0.0064,4.6072545
