train_acc,train_loss,val_acc,val_loss
0.034736842105263156,4.3138013,0.07,4.044592
0.07378947368421053,3.961659,0.0964,3.7948587
0.11050526315789476,3.7332277,0.1284,3.6257873
0.15726315789473683,3.488972,0.1932,3.2574873
0.19427368421052632,3.2893584,0.1624,3.4857385
0.22610526315789475,3.1054723,0.22600000000000006,3.1157606
0.2623368421052632,2.9191432,0.2936,2.7423172
0.28922105263157893,2.7745757,0.2512,3.0313568
0.3131157894736842,2.6545184,0.34240000000000004,2.5381708
0.33682105263157897,2.543365,0.3628,2.4266574
0.35071578947368415,2.4706657,0.3336,2.57849
0.37267368421052627,2.3822122,0.4028,2.3163908
0.3889052631578947,2.310156,0.3576,2.5302265
0.39498947368421056,2.265621,0.3868,2.368081
0.4156421052631579,2.1934786,0.43040000000000006,2.1616373
0.42172631578947367,2.154143,0.3516,2.5829835
0.43155789473684214,2.1120284,0.4376,2.0697799
0.4461052631578947,2.0514798,0.4372,2.102906
0.4504421052631579,2.0281644,0.3868,2.3372598
0.46223157894736844,1.973474,0.462,1.9614323
0.4715578947368421,1.9322513,0.4068,2.3092651
0.4780631578947368,1.902397,0.44919999999999993,2.0513167
0.4882526315789474,1.8550714,0.48480000000000006,1.8589772
0.4956,1.8306229,0.4252,2.1866927
0.5002736842105263,1.8029795,0.49520000000000003,1.8410714
0.5129894736842106,1.7523805,0.4860000000000001,1.8496344
0.5141684210526316,1.7425717,0.4584,2.0578463
0.5258736842105263,1.7012379,0.5072,1.7737039
0.5336421052631579,1.6689317,0.47759999999999997,1.9721329
0.5316,1.666388,0.48639999999999994,1.9461788
0.542421052631579,1.6247165,0.51,1.7478582
0.549578947368421,1.6074114,0.4764,1.9587358
0.5533473684210527,1.5887058,0.524,1.7609409
0.5624631578947368,1.5530847,0.5204000000000001,1.761697
0.5617894736842106,1.5502462,0.47679999999999995,2.0006316
0.5685263157894737,1.5159369,0.5264000000000001,1.6952993
0.573178947368421,1.4934857,0.5212,1.743837
0.5746105263157895,1.5009812,0.5056,1.8314769
0.5845473684210526,1.456554,0.5484,1.6443219
0.5831157894736843,1.4614418,0.48840000000000006,2.0132782
0.5878315789473684,1.438105,0.544,1.6849545
0.5955578947368421,1.4041632,0.5416000000000001,1.6661787
0.595221052631579,1.4128786,0.5008,1.8212563
0.6007578947368422,1.3850355,0.5451999999999999,1.6157914
0.6043157894736843,1.3680484,0.534,1.7134752
0.6022947368421053,1.3767707,0.5284,1.7351402
0.6112631578947368,1.3393364,0.5576,1.6128725
0.6124421052631578,1.3355618,0.5092,1.9109862
0.6153263157894736,1.3318344,0.5544,1.6130922
0.6230736842105262,1.3002716,0.564,1.5932018
0.6212421052631578,1.3108143,0.5028,1.8957101
0.6254105263157894,1.2890478,0.5632,1.608183
0.6304210526315789,1.2683579,0.5379999999999999,1.7344664
0.6258105263157896,1.2820541,0.5508,1.6739969
0.6337894736842105,1.2522448,0.5764,1.5574719
0.6344421052631579,1.250342,0.5132,1.9152733
0.6319368421052632,1.253698,0.578,1.5926281
0.6432210526315789,1.2189897,0.5623999999999999,1.5900435
0.6390105263157894,1.232072,0.5244,1.8484693
0.6456,1.2165788,0.5776,1.5462995
0.6461473684210526,1.1988479,0.5408000000000001,1.7709829
0.6460421052631578,1.2033067,0.5472,1.6894008
0.6531368421052631,1.1826761,0.5708,1.5516593
0.6514736842105264,1.1843613,0.5108,1.8936505
0.6541684210526316,1.17509,0.5892000000000001,1.5595611
0.6569894736842107,1.1543022,0.5815999999999999,1.5757028
0.654778947368421,1.1621156,0.5364,1.8566229
0.6574105263157894,1.1522235,0.5804,1.5401317
0.664778947368421,1.1314735,0.5544,1.7234017
0.6616631578947367,1.1430341,0.564,1.6312382
0.6692421052631579,1.111597,0.5932,1.5157777
0.671936842105263,1.1135994,0.5388000000000001,1.7867424
0.6667578947368421,1.1177907,0.5796,1.5851212
0.6738947368421052,1.0944817,0.5836,1.559918
0.673178947368421,1.1037513,0.5252,1.9465511
0.6773263157894738,1.0855246,0.5820000000000001,1.5503416
0.6769684210526316,1.0824218,0.5463999999999999,1.7642435
0.6799789473684211,1.0830754,0.5644,1.6624638
0.6820210526315789,1.0659536,0.596,1.5039868
0.6807157894736842,1.0632433,0.552,1.795585
0.6782105263157894,1.0792462,0.5760000000000001,1.585775
0.6845052631578947,1.0502567,0.5820000000000001,1.5881805
0.6836631578947369,1.053873,0.5284,1.8948836
0.6906947368421054,1.032162,0.5880000000000001,1.5419573
0.6904631578947369,1.0316715,0.558,1.7541127
0.6859157894736841,1.04141,0.5752,1.6260443
0.6932631578947367,1.021695,0.6032,1.5280099
0.6917473684210527,1.0257574,0.542,1.8403199
0.694421052631579,1.0144594,0.5792,1.5647603
0.7021263157894737,0.99821955,0.5864,1.5833324
0.6945894736842105,1.0082548,0.5347999999999999,1.9453751
0.701221052631579,0.9916972,0.6008,1.5067374
0.7043368421052632,0.982972,0.5724,1.6784195
0.6971578947368421,0.9993019,0.574,1.6838373
0.7059157894736842,0.9751411,0.6000000000000001,1.5174538
0.7034105263157895,0.97786796,0.5624,1.7910467
0.7042105263157895,0.98001754,0.5963999999999999,1.558714
0.7097473684210526,0.9620842,0.5936,1.5439874
0.7051578947368421,0.9707572,0.5652,1.7996365
0.7104631578947369,0.9572711,0.6,1.5530102
